Configuration,,,,,,Position,,,Force and Moment,,,,,,Tool Deflection,,,Tool Holder Deflection,,,CAD- CNC = tool+springback,,,CAD- Robot = Robot deflection+tool+holder+springback,,,Springback,,,Rob def,,,,VJM Prediction ,,
-18.83,48.5,15.95,-179.95,-25.57,0,18.173,16.94,-42.5,-85.5103,-244.08,376.221,-39.4135,5.52063,-2.37122,0.079897011,0.228270486,-0.001674183,0.00912070473,0.02604250271,-0.0003555815159,0.8368,0.861496875,0.4853625,1.4908125,1.4575125,0.603875,0.756902989,0.633226389,0.483688317,0.6448917953,0.5699731223,0.1181569185,,0.3774245259,1.0212959,0.1908777905
-18.83,48.5,15.95,-179.95,-25.57,0,-0.2,24.843,-42.5,-242.065,-107.056,393.799,-18.75,33.783,-2.01416,0.226329654,0.100179615,-0.001752406,0.02582527995,0.01142479752,-0.0003721951869,0.8368,0.861496875,0.4853625,1.4908125,1.4575125,0.603875,0.610470346,0.76131726,0.483610094,0.6281872201,0.5845908275,0.1181403048,,0.4761998421,1.225314973,0.07673637406
-18.83,48.5,15.95,-179.95,-25.57,0,-17.577,17.557,-42.5,-253.235,90.8813,389.893,16.0309,40.5029,-2.46277,0.236837172,-0.084913745,-0.001735024,0.02701949481,-0.009693519849,-0.00036850347,0.8368,0.861496875,0.4853625,1.4908125,1.4575125,0.603875,0.599962828,0.77658313,0.483627476,0.6269930052,0.5863221052,0.1181439965,,0.4794531093,1.233040989,-0.0856801303
-18.83,48.5,15.95,-179.95,-25.57,0,-24.654,-0.637,-43,-116.577,196.594,376.953,38.9099,22.3022,-2.52686,0.109090836,-0.183787074,-0.001677441,0.01244092923,-0.02097301404,-0.0003562733584,0.83586,0.8615755,0.48509,1.49525,1.46215,0.60368,0.726769164,0.677788426,0.483412559,0.6469490708,0.579601486,0.1182337266,,0.396466289,1.068738569,-0.1712920247
-18.83,48.5,15.95,-179.95,-25.57,0,-16.195,-18.599,-43,45.9595,203.369,369.263,44.6686,-4.44946,-3.18604,-0.042877328,-0.190188949,-0.00164322,-0.004899556427,-0.0216984827,-0.0003490052318,0.83586,0.8615755,0.48509,1.49525,1.46215,0.60368,0.792982672,0.671386551,0.48344678,0.6544904436,0.5788760173,0.1182409948,,0.3043865825,0.8894518297,-0.1749592993
-18.83,48.5,15.95,-179.95,-25.57,0,1.491,-24.617,-43,211.426,82.0923,384.521,27.5116,-33.847,-5.34668,-0.197662949,-0.076828,-0.001711118,-0.02255571865,-0.008761063663,-0.0003634261779,0.83586,0.8615755,0.48509,1.49525,1.46215,0.60368,0.638197051,0.7847475,0.483378882,0.6368342813,0.5918134363,0.1182265738,,0.2289423993,0.756822144,-0.0729684018
-18.83,48.5,15.95,-179.95,-25.57,0,18.876,-15.872,-43,213.379,-84.2896,383.545,-2.48108,-39.7247,-4.96216,-0.199553864,0.078737704,-0.001706775,-0.02276664534,0.008989761016,-0.0003625037213,0.83586,0.8615755,0.48509,1.49525,1.46215,0.60368,0.636306136,0.782837796,0.483383225,0.6366233547,0.591584739,0.1182274963,,0.2258489163,0.7458250971,0.06303124025
-18.83,48.5,15.95,-179.95,-25.57,0,24.456,3.182,-43,90.0269,-228.943,376.587,-31.4392,-23.5199,-4.29382,-0.084264613,0.21405931,-0.001675812,-0.009608289488,0.02442527542,-0.0003559274372,0.83586,0.8615755,0.48509,1.49525,1.46215,0.60368,0.751595387,0.64751619,0.483414188,0.6497817105,0.5761492246,0.1182340726,,0.283924617,0.8455101686,0.1797199315
-18.83,48.5,15.95,-179.95,-25.57,0,14.186,20.174,-43,-82.5195,-245.667,379.272,-39.2487,4.39453,-2.69165,0.077073561,0.229780614,-0.00168776,0.008800553384,0.02621285562,-0.0003584651381,0.83586,0.8615755,0.48509,1.49525,1.46215,0.60368,0.758786439,0.631794886,0.48340224,0.6505894466,0.5743616444,0.1182315349,,0.3773738318,1.023228467,0.1898121691
-18.83,48.5,15.95,-179.95,-25.57,0,-4.028,24.331,-43,-229.492,-124.634,388.184,-21.3409,31.2469,-1.92261,0.21456862,0.116655061,-0.001727419,0.02448368844,0.01330173449,-0.0003668882258,0.83586,0.8615755,0.48509,1.49525,1.46215,0.60368,0.62129138,0.744920439,0.483362581,0.6349063116,0.5872727655,0.1182231118,,0.4645410573,1.198301201,0.088666212
-18.83,48.5,15.95,-179.95,-25.57,0,-20.415,13.836,-43,-248.535,64.27,388.794,11.5997,39.4226,-2.06909,0.232464356,-0.059991112,-0.001730133,0.02651892107,-0.006852800521,-0.0003674647612,0.83586,0.8615755,0.48509,1.49525,1.46215,0.60368,0.603395644,0.801584388,0.483359867,0.6328710789,0.5937216995,0.1182225352,,0.4771664657,1.227858487,-0.06659374043
-18.83,48.5,15.95,-179.95,-25.57,0,-23.816,-5.663,-43.5,-120.667,191.895,381.714,37.6556,23.1171,-2.62756,0.112953022,-0.179392019,-0.001698627,0.01287878607,-0.02047163025,-0.00036077317,0.83494,0.861653875,0.4848225,1.4997125,1.4668125,0.603495,0.721986978,0.682261856,0.483123873,0.6518937139,0.5846869947,0.1183117268,,0.4044847571,1.088579523,-0.1691559116
-18.83,48.5,15.95,-179.95,-25.57,0,-11.925,-21.379,-43.5,47.4243,204.163,375.244,44.632,-4.13818,-3.50647,-0.044225869,-0.190958316,-0.001669836,-0.005054999747,-0.02178425988,-0.0003546581142,0.83494,0.861653875,0.4848225,1.4997125,1.4668125,0.603495,0.790714131,0.670695559,0.483152664,0.6597175003,0.5833743651,0.1183178419,,0.3097924242,0.9051392971,-0.1765809332
-18.83,48.5,15.95,-179.95,-25.57,0,6.462,-23.612,-43.5,203.186,94.9097,374.756,29.1229,-32.1625,-5.18188,-0.189962104,-0.088855688,-0.001667664,-0.02167675378,-0.01013023848,-0.0003541968858,0.83494,0.861653875,0.4848225,1.4997125,1.4668125,0.603495,0.644977896,0.772798187,0.483154836,0.6430957462,0.5950283865,0.1183183031,,0.2243458218,0.7401283032,-0.0848788131
-18.83,48.5,15.95,-179.95,-25.57,0,21.769,-11.198,-43.5,219.055,-78.7964,377.686,-1.32751,-39.9628,-5.09949,-0.204898044,0.073578269,-0.001680703,-0.02337367243,0.008402783441,-0.000356966146,0.83494,0.861653875,0.4848225,1.4997125,1.4668125,0.603495,0.630041956,0.788075606,0.483141797,0.6413988276,0.5967558416,0.1183155339,,0.2160209217,0.7217661528,0.05695437071
-18.83,48.5,15.95,-179.95,-25.57,0,23.103,8.095,-43.5,94.5435,-220.581,377.197,-29.7455,-24.0875,-4.26636,-0.088524991,0.206241855,-0.001678527,-0.01009163238,0.02353319416,-0.0003565039726,0.83494,0.861653875,0.4848225,1.4997125,1.4668125,0.603495,0.746415009,0.65541202,0.483143973,0.6546808676,0.5816254308,0.118315996,,0.2803849288,0.8387750981,0.1711491944
-18.83,48.5,15.95,-179.95,-25.57,0,9.651,22.498,-43.5,-76.1108,-248.718,374.146,-39.212,3.32336,-2.7832,0.071061532,0.232666511,-0.00166495,0.008116037788,0.02653967326,-0.0003536203504,0.83494,0.861653875,0.4848225,1.4997125,1.4668125,0.603495,0.763878468,0.628987364,0.48315755,0.6566564622,0.5786189517,0.1183188796,,0.368622809,1.002033949,0.1901699799
-18.83,48.5,15.95,-179.95,-25.57,0,-10.056,22.319,-43.5,-223.389,-130.31,394.531,-22.1832,30.1025,-1.76697,0.208867689,0.122010319,-0.001755663,0.02383278686,0.01390919983,-0.0003728870293,0.83494,0.861653875,0.4848225,1.4997125,1.4668125,0.603495,0.626072311,0.739643556,0.483066837,0.6409397131,0.5912494252,0.118299613,,0.4671996721,1.208726523,0.09063834598
-18.83,48.5,15.95,-179.95,-25.57,0,-23.246,7.676,-43.5,-246.521,57.1289,385.254,10.3638,38.855,-1.92261,0.230622988,-0.053289179,-0.00171438,0.02630570288,-0.006089944822,-0.0003641189656,0.83494,0.861653875,0.4848225,1.4997125,1.4668125,0.603495,0.604317012,0.808364696,0.48310812,0.6384667971,0.5990686802,0.118308381,,0.4748142572,1.221253133,-0.06289704913
-18.83,48.5,15.95,-179.95,-25.57,0,-21.81,-10.711,-44,-127.502,187.256,376.709,36.6394,23.8312,-2.39868,0.119382804,-0.175065832,-0.001676355,0.01360954065,-0.01997715284,-0.0003560427443,0.83404,0.861732,0.48456,1.5042,1.4715,0.60332,0.714657196,0.686666168,0.482883645,0.6565504593,0.5897908472,0.1184039573,,0.4053585844,1.086764153,-0.1665867427
-18.83,48.5,15.95,-179.95,-25.57,0,-6.849,-23.313,-44,42.8467,201.477,373.657,44.0186,-3.43323,-3.36914,-0.039929093,-0.188479053,-0.001662774,-0.004565965305,-0.02149896881,-0.000353158177,0.83404,0.861732,0.48456,1.5042,1.4715,0.60332,0.794110907,0.673252947,0.482897226,0.6655940347,0.5882690312,0.1184068418,,0.3115320425,0.9073854521,-0.1749708836
-18.83,48.5,15.95,-179.95,-25.57,0,12.551,-20.806,-44,204.285,94.4824,379.883,29.1229,-32.1075,-5.22766,-0.191006325,-0.088499068,-0.001690479,-0.02179466236,-0.01008634824,-0.0003590426186,0.83404,0.861732,0.48456,1.5042,1.4715,0.60332,0.643033675,0.773232932,0.482869521,0.6483653376,0.5996816518,0.1184009574,,0.2275779782,0.7501940335,-0.08561402322
-18.83,48.5,15.95,-179.95,-25.57,0,23.74,-5.18,-44,221.68,-80.2612,377.075,-1.56555,-40.1367,-5.17273,-0.207395062,0.074934458,-0.001677984,-0.02365541426,0.008558529316,-0.0003563886655,0.83404,0.861732,0.48456,1.5042,1.4715,0.60332,0.626644938,0.786797542,0.482882016,0.6465045857,0.6012094707,0.1184036113,,0.2122668318,0.7133010215,0.05677737147
-18.83,48.5,15.95,-179.95,-25.57,0,19.864,13.993,-44,92.4683,-223.083,376.343,-29.892,-23.6481,-4.27551,-0.086623885,0.208604262,-0.001674726,-0.009871785333,0.02380103779,-0.000355696823,0.83404,0.861732,0.48456,1.5042,1.4715,0.60332,0.747416115,0.653127738,0.482885274,0.6602882147,0.5859669622,0.1184043032,,0.2790354019,0.8346872478,0.1712560229
-18.83,48.5,15.95,-179.95,-25.57,0,3.115,24.098,-44,-76.9653,-247.742,370.117,-38.8458,3.59802,-2.72827,0.071850963,0.231797117,-0.001647021,0.008206825449,0.02643725389,-0.0003498123814,0.83404,0.861732,0.48456,1.5042,1.4715,0.60332,0.762189037,0.629934883,0.482912979,0.6619531746,0.5833307461,0.1184101876,,0.3650663068,0.9918111148,0.1873737247
-18.83,48.5,15.95,-179.95,-25.57,0,-15.653,18.584,-44,-228.394,-132.813,392.944,-22.2748,30.7526,-1.73035,0.213577162,0.124392271,-0.001748601,0.02436793689,0.01417788635,-0.0003713870922,0.83404,0.861732,0.48456,1.5042,1.4715,0.60332,0.620462838,0.737339729,0.482811399,0.6457920631,0.5955901136,0.1183886129,,0.4697052927,1.212723794,0.09061455804
-18.83,48.5,15.95,-179.95,-25.57,0,-24.277,1.026,-44,-241.272,59.6924,381.226,11.0229,38.0219,-1.86768,0.225757284,-0.055681744,-0.001696456,0.0257473658,-0.006363267958,-0.0003603119416,0.83404,0.861732,0.48456,1.5042,1.4715,0.60332,0.608282716,0.806050256,0.482863544,0.6444126342,0.603404732,0.1183996881,,0.4702708123,1.21027409,-0.06585049996
-18.83,48.5,15.95,-179.95,-25.57,0,-17.029,-17.077,-44.5,-119.873,192.749,383.179,37.674,22.8333,-2.56348,0.112290177,-0.180235752,-0.001705147,0.01279722297,-0.02056453126,-0.0003621578001,0.83316,0.861809875,0.4843025,1.5087125,1.4762125,0.603155,0.720869823,0.681574123,0.482597353,0.662755277,0.5938380937,0.1184903422,,0.4087543418,1.099574753,-0.171588761
-18.83,48.5,15.95,-179.95,-25.57,0,1.075,-24.092,-44.5,42.7856,194.336,378.296,43.158,-3.80859,-3.02124,-0.039863937,-0.181850955,-0.001683417,-0.004559129134,-0.02073904101,-0.0003575426814,0.83316,0.861809875,0.4843025,1.5087125,1.4762125,0.603155,0.793296063,0.67995892,0.482619083,0.6709933709,0.593663584,0.1184949573,,0.3160805744,0.9198869564,-0.1690445685
-18.83,48.5,15.95,-179.95,-25.57,0,18.481,-15.493,-44.5,210.266,88.7451,378.174,27.9602,-33.1787,-5.24597,-0.19663937,-0.083171451,-0.001682874,-0.02243437509,-0.009475703893,-0.0003574273744,0.83316,0.861809875,0.4843025,1.5087125,1.4762125,0.603155,0.63652063,0.778638424,0.482619626,0.6531181249,0.6049269211,0.1184950726,,0.2212183411,0.7358532642,-0.0815552331
-18.83,48.5,15.95,-179.95,-25.57,0,23.91,3.147,-44.5,215.82,-84.0454,379.639,-2.49023,-39.4318,-4.93469,-0.201968853,0.078472281,-0.001689394,-0.02303231754,0.008962240395,-0.0003588120045,0.83316,0.861809875,0.4843025,1.5087125,1.4762125,0.603155,0.631191147,0.783337594,0.482613106,0.6525201825,0.6054403846,0.118493688,,0.215362862,0.7201156774,0.05888987572
-18.83,48.5,15.95,-179.95,-25.57,0,13.842,19.748,-44.5,85.4492,-232.422,375.488,-31.5765,-22.467,-4.22974,-0.080095525,0.217383654,-0.001670922,-0.009124299452,0.02479926915,-0.0003548887283,0.83316,0.861809875,0.4843025,1.5087125,1.4762125,0.603155,0.753064475,0.644426221,0.482631578,0.6664282005,0.5896033559,0.1184976113,,0.2805489339,0.8359537797,0.1769013174
-18.83,48.5,15.95,-179.95,-25.57,0,-5.197,23.55,-44.5,-79.834,-241.577,368.53,-37.9578,4.38538,-2.40784,0.074539041,0.226083772,-0.001639959,0.008513111225,0.02578153987,-0.0003483124442,0.83316,0.861809875,0.4843025,1.5087125,1.4762125,0.603155,0.758620959,0.635726103,0.482662541,0.6670393888,0.5886210851,0.1185041876,,0.3653462127,0.991260264,0.1809976741
-18.83,48.5,15.95,-179.95,-25.57,0,-20.868,12.089,-44.5,-237.366,-110.718,394.409,-18.8324,32.428,-1.84937,0.222017913,0.103755449,-0.00175512,0.0253271921,0.01182149516,-0.0003727717223,0.83316,0.861809875,0.4843025,1.5087125,1.4762125,0.603155,0.611142087,0.758054426,0.48254738,0.6502253079,0.6025811298,0.1184797283,,0.4777245798,1.230538548,0.07167600099
-18.83,48.5,15.95,-179.95,-25.57,0,-22.837,-7.165,-45,-251.892,99.1821,383.423,17.2394,39.5599,-2.45361,0.235748969,-0.092640821,-0.001706232,0.02688283985,-0.0105777601,-0.0003623884142,0.8323,0.8618875,0.48405,1.51325,1.48095,0.603,0.596551031,0.769246679,0.482343768,0.6540671602,0.6084847399,0.1185876116,,0.4800692085,1.232573641,-0.09899527523
-18.83,48.5,15.95,-179.95,-25.57,0,-10.156,-21.673,-45,-104.858,198.303,379.272,38.9832,20.3156,-2.62756,0.098270916,-0.18548111,-0.00168776,0.01119609114,-0.02115914571,-0.0003584651381,0.8323,0.8618875,0.48405,1.51325,1.48095,0.603,0.734029084,0.67640639,0.48236224,0.6697539089,0.5979033543,0.1185915349,,0.3982180315,1.07698694,-0.1753674573
-18.83,48.5,15.95,-179.95,-25.57,0,9.107,-22.134,-45,58.3496,199.036,374.512,43.8171,-6.61011,-3.33252,-0.054442385,-0.186303432,-0.001666578,-0.006220647163,-0.02124276614,-0.0003539662717,0.8323,0.8618875,0.48405,1.51325,1.48095,0.603,0.777857615,0.675584068,0.482383422,0.6747293528,0.5978197339,0.1185960337,,0.3033982213,0.8923900137,-0.1723199407
-18.83,48.5,15.95,-179.95,-25.57,0,22.468,-8.25,-45,214.905,60.4248,381.836,23.7213,-34.6161,-5.26428,-0.201029056,-0.056700979,-0.00169917,-0.02293136458,-0.006454636556,-0.000360888477,0.8323,0.8618875,0.48405,1.51325,1.48095,0.603,0.631270944,0.805186521,0.48235083,0.6580186354,0.6126078634,0.1185891115,,0.2200457723,0.7351272397,-0.05828865072
-18.83,48.5,15.95,-179.95,-25.57,0,21.118,11.264,-45,191.162,-106.14,385.864,-6.37207,-36.7126,-4.56848,-0.17895337,0.099163029,-0.001717095,-0.02040318806,0.01132073707,-0.000364695501,0.8323,0.8618875,0.48405,1.51325,1.48095,0.603,0.65334663,0.762724471,0.482332905,0.6605468119,0.6077417629,0.1185853045,,0.2323182314,0.7559853259,0.07671342286
-18.83,48.5,15.95,-179.95,-25.57,0,5.973,23.177,-45,59.8145,-237.366,375.61,-33.0231,-18.6951,-3.97339,-0.056132386,0.222063131,-0.001671465,-0.006389605739,0.02532898095,-0.0003550040354,0.8323,0.8618875,0.48405,1.51325,1.48095,0.603,0.776167614,0.639824369,0.482378535,0.6745603943,0.5937335191,0.118594996,,0.2939290241,0.8610089087,0.1798933015
-18.83,48.5,15.95,-179.95,-25.57,0,-14.139,19.312,-45,-110.168,-252.197,368.164,-39.5142,9.24683,-2.47192,0.102951546,0.236080577,-0.00163833,0.0117513582,0.02691721645,-0.000347966523,0.8323,0.8618875,0.48405,1.51325,1.48095,0.603,0.729348454,0.625806923,0.48241167,0.6691986418,0.5921452835,0.1186020335,,0.3831982836,1.025389139,0.1880575043
-18.83,48.5,15.95,-179.95,-25.57,0,-23.789,2.634,-45,-250.061,-93.9331,399.048,-15.7471,35.0098,-1.64795,0.23396436,0.088072388,-0.001775764,0.02668462188,0.01003118318,-0.0003771562267,0.8323,0.8618875,0.48405,1.51325,1.48095,0.603,0.59833564,0.773815112,0.482274236,0.6542653781,0.6090313168,0.1185728438,,0.4916270866,1.262496894,0.05775406898
-18.83,48.5,15.95,-179.95,-25.57,0,-17.876,-15.641,-45.5,-234.985,94.9097,371.704,17.8986,37.262,-1.79443,0.219984393,-0.088681885,-0.001654083,0.02508079291,-0.01012336275,-0.0003513123186,0.83146,0.861964875,0.4838025,1.5178125,1.4857125,0.602855,0.611475607,0.77328299,0.482148417,0.6612717071,0.6136242622,0.1187011877,,0.4627599501,1.190964676,-0.09350674926
-18.83,48.5,15.95,-179.95,-25.57,0,-0.556,-23.746,-45.5,-80.2002,204.468,376.953,40.6769,16.4063,-2.62756,0.075211412,-0.191316289,-0.001677441,0.008565234126,-0.02181967949,-0.0003562733584,0.83146,0.861964875,0.4838025,1.5178125,1.4857125,0.602855,0.756248588,0.670648586,0.482125059,0.6777872659,0.6019279455,0.1186962266,,0.3829866795,1.046395361,-0.1785189855
-18.83,48.5,15.95,-179.95,-25.57,0,17.124,-16.461,-45.5,101.746,184.937,377.563,42.0685,-13.3026,-4.11072,-0.095086781,-0.173166568,-0.001680155,-0.01085322348,-0.01974038619,-0.0003568498938,0.83146,0.861964875,0.4838025,1.5178125,1.4857125,0.602855,0.736373219,0.688798307,0.482122345,0.6754992765,0.6040072388,0.1186956501,,0.2804921614,0.850210342,-0.1596188046
-18.83,48.5,15.95,-179.95,-25.57,0,23.686,1.785,-45.5,232.544,30.5786,386.353,18.7775,-37.9211,-5.5481,-0.217603999,-0.028784128,-0.001719271,-0.02481648932,-0.0032699968,-0.0003651576744,0.83146,0.861964875,0.4838025,1.5178125,1.4857125,0.602855,0.613856001,0.833180747,0.482083229,0.6615360107,0.6204776282,0.1186873423,,0.2115104466,0.7206327988,-0.03405313068
-18.83,48.5,15.95,-179.95,-25.57,0,13.613,19.465,-45.5,173.462,-148.56,383.545,-13.7421,-34.3964,-4.75159,-0.162448345,0.138909383,-0.001706775,-0.01851657771,0.01584973276,-0.0003625037213,0.83146,0.861964875,0.4838025,1.5178125,1.4857125,0.602855,0.669011655,0.723055492,0.482095725,0.6678359223,0.6078978922,0.1186899963,,0.2380452229,0.7631035018,0.1102930565
-18.83,48.5,15.95,-179.95,-25.57,0,-5.143,23.189,-45.5,27.4658,-241.089,377.197,-34.6069,-13.7329,-3.60718,-0.02586397,0.225623135,-0.001678527,-0.002937516422,0.02572930397,-0.0003565039726,0.83146,0.861964875,0.4838025,1.5178125,1.4857125,0.602855,0.80559603,0.63634174,0.482123973,0.6834149836,0.598018321,0.118695996,,0.3133153498,0.8991802215,0.182341142
-18.83,48.5,15.95,-179.95,-25.57,0,-20.566,11.885,-45.5,-91.3696,-209.839,381.714,-34.1217,8.19397,-1.19934,0.085409219,0.196493591,-0.001698627,0.009747154836,0.02239884673,-0.00036077317,0.83146,0.861964875,0.4838025,1.5178125,1.4857125,0.602855,0.746050781,0.665471284,0.482103873,0.6766053452,0.6013487783,0.1186917268,,0.3864059947,1.044276315,0.1564518931
-19.16,48.24,17.31,-179.95,-24.47,0,-22.483,-7.08,-46,-259.949,-59.6924,397.095,-9.66797,37.3352,-1.54724,0.243284353,0.056021364,-0.001767073,0.02774250416,0.00637670346,-0.0003753103683,0.83064,0.862042,0.48356,1.5224,1.4905,0.60272,0.587355647,0.806020636,0.481792927,0.6640174958,0.6220812965,0.1187846896,,0.5010778144,1.256386949,0.03480018623
-19.16,48.24,17.31,-179.95,-24.47,0,-9.738,-21.465,-46,-210.632,120.667,377.686,23.0621,34.3414,-1.78528,0.197238444,-0.112837568,-0.001680703,0.0224835844,-0.01287421867,-0.000356966146,0.83064,0.862042,0.48356,1.5224,1.4905,0.60272,0.633401556,0.749204432,0.481879297,0.6692764156,0.6155837813,0.1188030339,,0.4594825319,1.166629184,-0.1106031083
-19.16,48.24,17.31,-179.95,-24.47,0,10.473,-21.116,-46,-36.8652,213.928,376.953,43.2037,9.77783,-2.97546,0.034643932,-0.200244125,-0.001677441,0.00393998014,-0.02283221689,-0.0003562733584,0.83064,0.862042,0.48356,1.5224,1.4905,0.60272,0.795996068,0.661797875,0.481882559,0.6878200199,0.6056257831,0.1188037266,,0.3600942159,0.9808611539,-0.1839417532
-19.16,48.24,17.31,-179.95,-24.47,0,22.641,-6.555,-46,139.832,153.32,372.437,37.5366,-20.0043,-4.35791,-0.130793411,-0.14361812,-0.001657345,-0.01492033239,-0.01636777755,-0.0003520051062,0.83064,0.862042,0.48356,1.5224,1.4905,0.60272,0.699846589,0.71842388,0.481902655,0.6768396676,0.6120902225,0.1188079949,,0.2520546634,0.7724589337,-0.1324503765
-19.16,48.24,17.31,-179.95,-24.47,0,20.135,12.255,-46,238.464,-4.5166,375.977,12.1948,-39.7064,-5.41992,-0.223214733,0.004084054,-0.001673098,-0.02545106786,0.0004763674484,-0.0003553509018,0.83064,0.862042,0.48356,1.5224,1.4905,0.60272,0.607425267,0.857957946,0.481886902,0.6663089321,0.6279816326,0.1188046491,,0.1944676294,0.6634661798,-0.003743288894
-19.16,48.24,17.31,-179.95,-24.47,0,2.973,23.383,-46,149.597,-183.35,372.192,-20.5902,-31.0272,-4.69666,-0.140139749,0.171537938,-0.001656254,-0.01597068395,0.01956534528,-0.0003517735469,0.83064,0.862042,0.48356,1.5224,1.4905,0.60272,0.690500251,0.690504062,0.481903746,0.6757893161,0.6088926547,0.1188082265,,0.2388462635,0.7402944825,0.1416174264
-19.16,48.24,17.31,-179.95,-24.47,0,-15.222,17.996,-46,-20.9351,-261.047,380.859,-38.5437,-6.28967,-3.3783,0.01946007,0.244367857,-0.001694823,0.002228995019,0.02786189706,-0.0003599650753,0.83064,0.862042,0.48356,1.5224,1.4905,0.60272,0.81117993,0.617674143,0.481865177,0.689531005,0.6005961029,0.1188000349,,0.3447485942,0.9453879027,0.2026836432
-19.16,48.24,17.31,-179.95,-24.47,0,-23.552,0.946,-46,-198.669,-163.33,396.24,-26.9073,23.8037,-2.16064,0.185885499,0.153001515,-0.001763268,0.02120065318,0.01743667125,-0.0003745022736,0.83064,0.862042,0.48356,1.5224,1.4905,0.60272,0.644754501,0.709040485,0.481796732,0.6705593468,0.6110213287,0.1187854977,,0.4636025584,1.183427519,0.1211018038
-19.16,48.24,17.31,-179.95,-24.47,0,-16.31,-16.764,-46.5,-266.052,-1.89209,397.583,0.119019,39.4501,-1.64795,0.249064789,0.001892308,-0.001769244,0.028396551,0.0002067364633,-0.0003757715966,0.82984,0.862118875,0.4833225,1.5270125,1.4953125,0.602595,0.580775211,0.860226567,0.481553256,0.668775949,0.6329868885,0.1188967284,,0.507726225,1.27112257,-0.01026415466
-19.16,48.24,17.31,-179.95,-24.47,0,2.701,-23.233,-46.5,-169.373,163.025,379.395,31.0455,29.0039,-2.09656,0.158644536,-0.152558337,-0.001688308,0.01808109999,-0.01739788091,-0.0003585813903,0.82984,0.862118875,0.4833225,1.5270125,1.4953125,0.602595,0.671195464,0.709560538,0.481634192,0.6790914,0.6157957441,0.1189139186,,0.4380071383,1.128404943,-0.1419353313
-19.16,48.24,17.31,-179.95,-24.47,0,18.947,-13.713,-46.5,9.58252,212.769,381.104,44.3024,2.16064,-3.14026,-0.008867988,-0.199219169,-0.001695913,-0.001018709231,-0.02271088855,-0.0003601966346,0.82984,0.862118875,0.4833225,1.5270125,1.4953125,0.602595,0.820972012,0.662899706,0.481626587,0.6961537908,0.6104827365,0.1189123034,,0.3353234331,0.9367736995,-0.1803140064
-19.16,48.24,17.31,-179.95,-24.47,0,22.535,6.263,-46.5,179.81,117.31,375,32.1075,-27.301,-4.77905,-0.168288729,-0.109923194,-0.00166875,-0.01919007227,-0.0125249467,-0.0003544275,0.82984,0.862118875,0.4833225,1.5270125,1.4953125,0.602595,0.661551271,0.752195681,0.48165375,0.6779824277,0.6206686783,0.1189180725,,0.2280880872,0.7275520757,-0.1012791759
-19.16,48.24,17.31,-179.95,-24.47,0,10.617,20.841,-46.5,222.534,-64.9414,376.709,1.75781,-38.974,-5.21851,-0.208368058,0.06068938,-0.001676355,-0.02375342895,0.006927219931,-0.0003560427443,0.82984,0.862118875,0.4833225,1.5270125,1.4953125,0.602595,0.621471942,0.801429495,0.481646145,0.6734190711,0.6262664051,0.1189164573,,0.2018623464,0.6761393225,0.0469312086
-19.16,48.24,17.31,-179.95,-24.47,0,-8.405,21.827,-46.5,105.713,-219.482,383.423,-27.9694,-25.296,-4.35791,-0.099070676,0.205425549,-0.001706232,-0.01128732224,0.02342430203,-0.0003623884142,0.82984,0.862118875,0.4833225,1.5270125,1.4953125,0.602595,0.730769324,0.656693326,0.481616268,0.6858851778,0.609769323,0.1189101116,,0.2740801418,0.8150268629,0.1714654325
-19.16,48.24,17.31,-179.95,-24.47,0,-22.232,7.264,-46.5,-74.4019,-255.737,373.535,-38.7909,2.62756,-2.7832,0.069565503,0.239444055,-0.001662231,0.007937746371,0.02729701,-0.0003530428699,0.82984,0.862118875,0.4833225,1.5270125,1.4953125,0.602595,0.760274497,0.62267482,0.481660269,0.6892347536,0.605896615,0.1189194571,,0.3718025896,0.9917101683,0.2001091311
-19.16,48.24,17.31,-179.95,-24.47,0,-20.216,-11.396,-47,-234.07,-129.333,400.391,-21.3318,30.6427,-1.87683,0.219098232,0.121165194,-0.00178174,0.02498196181,0.01380767082,-0.0003784255497,0.82906,0.8621955,0.48309,1.53165,1.50015,0.60248,0.609961768,0.741030306,0.48130826,0.6776080382,0.6241468292,0.1190115745,,0.4909692489,1.240009466,0.09599696722
-19.16,48.24,17.31,-179.95,-24.47,0,-3.695,-22.911,-47,-250,68.7866,387.939,12.3871,38.4155,-1.92261,0.234084674,-0.064334597,-0.001726329,0.02668512993,-0.007339431164,-0.0003666566665,0.82906,0.8621955,0.48309,1.53165,1.50015,0.60248,0.594975326,0.797860903,0.481363671,0.6759048701,0.6306150688,0.1190233433,,0.4915165752,1.234459155,-0.06397871379
-19.16,48.24,17.31,-179.95,-24.47,0,14.387,-18.21,-47,-114.38,195.984,383.667,37.9303,21.3593,-2.50854,0.107153247,-0.183480036,-0.001707318,0.01221114962,-0.02091835138,-0.0003626190284,0.82906,0.8621955,0.48309,1.53165,1.50015,0.60248,0.721906753,0.678715464,0.481382682,0.6903788504,0.6170361486,0.119027381,,0.4090664495,1.07724349,-0.1653960851
